shell,triangles,cx,cy,cz,dx,dy,dz,xmin,ymin,zmin,xmax,ymax,zmax
99,100,8.216241121292114,-30.663429260253906,-4.40500020980835,1.2018370628356934,3.6657028198242188,0.75,7.615322589874268,-32.496280670166016,-4.78000020980835,8.817159652709961,-28.830577850341797,-4.03000020980835
100,100,10.14809274673462,-30.145791053771973,-4.40500020980835,1.2018365859985352,3.665700912475586,0.75,9.547174453735352,-31.978641510009766,-4.78000020980835,10.749011039733887,-28.31294059753418,-4.03000020980835
101,100,30.663429260253906,4.09499990940094,285.21624755859375,3.6657028198242188,0.7499997615814209,1.20184326171875,28.830577850341797,3.7200000286102295,284.6153259277344,32.496280670166016,4.46999979019165,285.8171691894531
102,100,30.275200843811035,4.09499990940094,286.6651306152344,3.665700912475586,0.7499997615814209,1.20184326171875,28.442350387573242,3.7200000286102295,286.064208984375,32.10805130004883,4.46999979019165,287.26605224609375
103,100,30.145791053771973,4.09499990940094,287.1481018066406,3.665700912475586,0.7499997615814209,1.20184326171875,28.31294059753418,3.7200000286102295,286.54718017578125,31.978641510009766,4.46999979019165,287.7490234375
104,100,30.79283905029297,4.09499990940094,284.7332763671875,3.6657028198242188,0.7499997615814209,1.20184326171875,28.95998764038086,3.7200000286102295,284.1323547363281,32.62569046020508,4.46999979019165,285.3341979980469
105,100,30.92224884033203,4.09499990940094,284.25030517578125,3.6657028198242188,0.7499997615814209,1.20184326171875,29.089397430419922,3.7200000286102295,283.6493835449219,32.75510025024414,4.46999979019165,284.8512268066406
106,100,31.05165672302246,4.09499990940094,283.76734924316406,3.665699005126953,0.7499997615814209,1.201812744140625,29.218807220458984,3.7200000286102295,283.16644287109375,32.88450622558594,4.46999979019165,284.3682556152344
107,100,31.181066513061523,4.09499990940094,283.2843933105469,3.665699005126953,0.7499997615814209,1.20184326171875,29.348217010498047,3.7200000286102295,282.6834716796875,33.013916015625,4.46999979019165,283.88531494140625
108,100,31.05165672302246,4.09499990940094,391.76734924316406,3.665699005126953,0.7499997615814209,1.201812744140625,29.218807220458984,3.7200000286102295,391.16644287109375,32.88450622558594,4.46999979019165,392.3682556152344
109,100,30.92224884033203,4.09499990940094,392.25030517578125,3.6657028198242188,0.7499997615814209,1.20184326171875,29.089397430419922,3.7200000286102295,391.6493835449219,32.75510025024414,4.46999979019165,392.8512268066406
110,100,31.181066513061523,4.09499990940094,391.2843933105469,3.665699005126953,0.7499997615814209,1.20184326171875,29.348217010498047,3.7200000286102295,390.6834716796875,33.013916015625,4.46999979019165,391.88531494140625
111,100,30.79283905029297,4.09499990940094,392.7332763671875,3.6657028198242188,0.7499997615814209,1.20184326171875,28.95998764038086,3.7200000286102295,392.1323547363281,32.62569046020508,4.46999979019165,393.3341979980469
112,100,30.145791053771973,4.09499990940094,395.1481018066406,3.665700912475586,0.7499997615814209,1.20184326171875,28.31294059753418,3.7200000286102295,394.54718017578125,31.978641510009766,4.46999979019165,395.7490234375
113,100,30.404610633850098,4.09499990940094,286.1821594238281,3.665700912475586,0.7499997615814209,1.20184326171875,28.571760177612305,3.7200000286102295,285.58123779296875,32.23746109008789,4.46999979019165,286.7830810546875
114,100,30.275200843811035,4.09499990940094,394.6651306152344,3.665700912475586,0.7499997615814209,1.20184326171875,28.442350387573242,3.7200000286102295,394.064208984375,32.10805130004883,4.46999979019165,395.26605224609375
115,100,9.665130138397217,-30.275200843811035,-4.40500020980835,1.2018365859985352,3.665700912475586,0.75,9.06421184539795,-32.10805130004883,-4.78000020980835,10.266048431396484,-28.442350387573242,-4.03000020980835
116,100,9.182166576385498,-30.404610633850098,-4.40500020980835,1.2018365859985352,3.665700912475586,0.75,8.58124828338623,-32.23746109008789,-4.78000020980835,9.783084869384766,-28.571760177612305,-4.03000020980835
117,100,8.699203968048096,-30.53402042388916,-4.40500020980835,1.2018365859985352,3.665700912475586,0.75,8.098285675048828,-32.36687088012695,-4.78000020980835,9.300122261047363,-28.701169967651367,-4.03000020980835
118,100,6.284389495849609,-31.181066513061523,-4.40500020980835,1.2018365859985352,3.665699005126953,0.75,5.683471202850342,-33.013916015625,-4.78000020980835,6.885307788848877,-29.348217010498047,-4.03000020980835
119,100,6.767352342605591,-31.05165672302246,-4.40500020980835,1.2018370628356934,3.665699005126953,0.75,6.166433811187744,-32.88450622558594,-4.78000020980835,7.3682708740234375,-29.218807220458984,-4.03000020980835
120,100,7.250315189361572,-30.92224884033203,-4.40500020980835,1.2018365859985352,3.6657028198242188,0.75,6.649396896362305,-32.75510025024414,-4.78000020980835,7.85123348236084,-29.089397430419922,-4.03000020980835
121,100,7.733277797698975,-30.79283905029297,-4.40500020980835,1.2018365859985352,3.6657028198242188,0.75,7.132359504699707,-32.62569046020508,-4.78000020980835,8.334196090698242,-28.95998764038086,-4.03000020980835
122,100,30.404610633850098,4.09499990940094,394.1821594238281,3.665700912475586,0.7499997615814209,1.20184326171875,28.571760177612305,3.7200000286102295,393.58123779296875,32.23746109008789,4.46999979019165,394.7830810546875
123,100,30.53402042388916,4.09499990940094,393.69920349121094,3.665700912475586,0.7499997615814209,1.201812744140625,28.701169967651367,3.7200000286102295,393.0982971191406,32.36687088012695,4.46999979019165,394.30010986328125
124,100,30.53402042388916,4.09499990940094,285.69920349121094,3.665700912475586,0.7499997615814209,1.201812744140625,28.701169967651367,3.7200000286102295,285.0982971191406,32.36687088012695,4.46999979019165,286.30010986328125
125,92,30.78557777404785,4.0950000286102295,137.19351959228516,5.877483367919922,0.7000002861022949,7.2917022705078125,27.84683609008789,3.744999885559082,133.54766845703125,33.72431945800781,4.445000171661377,140.83937072753906
126,92,-116.19351577758789,30.78557777404785,380.9049987792969,7.291694641113281,5.877483367919922,0.70001220703125,-119.83936309814453,27.84683609008789,380.55499267578125,-112.54766845703125,33.72431945800781,381.2550048828125
127,92,30.78557777404785,4.0950000286102295,393.1935119628906,5.877483367919922,0.7000002861022949,7.29168701171875,27.84683609008789,3.744999885559082,389.54766845703125,33.72431945800781,4.445000171661377,396.83935546875
128,92,30.78557777404785,4.0950000286102295,285.1935119628906,5.877483367919922,0.7000002861022949,7.29168701171875,27.84683609008789,3.744999885559082,281.54766845703125,33.72431945800781,4.445000171661377,288.83935546875
129,92,8.193515300750732,-30.78557777404785,-4.4049999713897705,7.2916975021362305,5.877483367919922,0.7000002861022949,4.547666549682617,-33.72431945800781,-4.755000114440918,11.839364051818848,-27.84683609008789,-4.054999828338623
